m,M,K,Nr,Epsilon,Sc,E1,phi1,phi2,Gamma,Pb,Sb,Skin -TiO_2,Nusselt-TiO_2,Sherwood-TiO_2,microorganism-TiO_2,Skin -TiO_2/Ag,Nusselt-TiO_2-Ag,Sherwood-TiO_2/Ag,microorganism-TiO_2/Ag
0.1,0.5,1.0,2.67,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591353306,1.680041581,1.394327621,0.85348939,-3.787180569,1.653796828,1.396126908,0.851219678
0.1,0.5,1.0,2.68,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591378184,1.680048052,1.396737979,0.854052416,-3.787209286,1.653803859,1.398545144,0.851784546
0.1,0.5,1.0,2.69,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591403002,1.680054505,1.399145003,0.854614681,-3.787237934,1.65381087,1.400960016,0.852348646
0.1,0.5,1.0,2.7,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591427762,1.68006094,1.401548707,0.855176188,-3.787266514,1.653817861,1.403371535,0.852911982
0.1,0.5,1.0,2.71,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591452463,1.680067357,1.403949102,0.855736939,-3.787295026,1.653824832,1.405779715,0.853474555
0.1,0.5,1.0,2.72,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591477106,1.680073757,1.406346202,0.856296938,-3.78732347,1.653831784,1.408184568,0.854036368
0.1,0.5,1.0,2.73,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59150169,1.680080138,1.408740019,0.856856187,-3.787351846,1.653838716,1.410586107,0.854597426
0.1,0.5,1.0,2.74,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591526216,1.680086502,1.411130565,0.85741469,-3.787380155,1.653845629,1.412984344,0.855157729
0.1,0.5,1.0,2.75,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591550685,1.680092849,1.413517853,0.857972448,-3.787408396,1.653852523,1.415379292,0.855717283
0.1,0.5,1.0,2.76,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591575096,1.680099178,1.415901895,0.858529465,-3.787436571,1.653859397,1.417770964,0.856276088
0.1,0.5,1.0,2.77,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591599449,1.68010549,1.418282703,0.859085744,-3.78746468,1.653866253,1.420159372,0.856834148
0.1,0.5,1.0,2.78,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591623746,1.680111784,1.42066029,0.859641287,-3.787492722,1.653873089,1.422544529,0.857391466
0.1,0.5,1.0,2.79,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591647986,1.680118061,1.423034667,0.860196096,-3.787520698,1.653879906,1.424926445,0.857948044
0.1,0.5,1.0,2.8,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59167217,1.680124321,1.425405847,0.860750176,-3.787548609,1.653886705,1.427305135,0.858503885
0.1,0.5,1.0,2.81,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591696297,1.680130564,1.427773841,0.861303528,-3.787576454,1.653893485,1.429680609,0.859058993
0.1,0.5,1.0,2.82,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591720368,1.68013679,1.430138662,0.861856155,-3.787604234,1.653900246,1.43205288,0.859613369
0.1,0.5,1.0,2.83,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591744383,1.680142999,1.432500321,0.862408059,-3.787631949,1.653906988,1.43442196,0.860167016
0.1,0.5,1.0,2.84,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591768343,1.680149191,1.434858829,0.862959244,-3.7876596,1.653913712,1.436787861,0.860719938
0.1,0.5,1.0,2.85,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591792247,1.680155366,1.437214199,0.863509713,-3.787687187,1.653920417,1.439150594,0.861272136
0.1,0.5,1.0,2.86,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591816096,1.680161525,1.439566443,0.864059466,-3.787714709,1.653927104,1.441510172,0.861823614
0.1,0.5,1.0,2.87,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591839891,1.680167667,1.441915571,0.864608508,-3.787742168,1.653933773,1.443866605,0.862374374
0.1,0.5,1.0,2.88,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59186363,1.680173792,1.444261595,0.865156841,-3.787769563,1.653940424,1.446219906,0.862924418
0.1,0.5,1.0,2.89,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591887316,1.680179901,1.446604527,0.865704468,-3.787796895,1.653947056,1.448570086,0.86347375
0.1,0.5,1.0,2.9,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591910947,1.680185994,1.448944377,0.86625139,-3.787824165,1.65395367,1.450917157,0.864022371
0.1,0.5,1.0,2.91,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591934524,1.68019207,1.451281158,0.866797611,-3.787851371,1.653960267,1.453261131,0.864570286
0.1,0.5,1.0,2.92,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591958047,1.68019813,1.45361488,0.867343133,-3.787878515,1.653966845,1.455602017,0.865117495
0.1,0.5,1.0,2.93,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.591981516,1.680204174,1.455945555,0.867887959,-3.787905597,1.653973406,1.457939828,0.865664002
0.1,0.5,1.0,2.94,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592004933,1.680210201,1.458273193,0.868432091,-3.787932617,1.653979949,1.460274576,0.866209809
0.1,0.5,1.0,2.95,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592028296,1.680216213,1.460597805,0.868975531,-3.787959575,1.653986474,1.46260627,0.866754918
0.1,0.5,1.0,2.96,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592051606,1.680222208,1.462919404,0.869518283,-3.787986472,1.653992982,1.464934923,0.867299333
0.1,0.5,1.0,2.97,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592074864,1.680228188,1.465237999,0.870060348,-3.788013308,1.653999472,1.467260545,0.867843055
0.1,0.5,1.0,2.98,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592098069,1.680234152,1.467553601,0.870601729,-3.788040083,1.654005945,1.469583147,0.868386088
0.1,0.5,1.0,2.99,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592121223,1.6802401,1.469866221,0.871142429,-3.788066797,1.6540124,1.471902741,0.868928433
0.1,0.5,1.0,3.0,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592144324,1.680246032,1.47217587,0.87168245,-3.788093451,1.654018839,1.474219337,0.869470094
0.1,0.5,1.0,3.01,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592167373,1.680251949,1.474482558,0.872221794,-3.788120045,1.65402526,1.476532945,0.870011072
0.1,0.5,1.0,3.02,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59219037,1.68025785,1.476786296,0.872760463,-3.788146579,1.654031664,1.478843578,0.87055137
0.1,0.5,1.0,3.03,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592213317,1.680263736,1.479087095,0.873298461,-3.788173053,1.65403805,1.481151244,0.87109099
0.1,0.5,1.0,3.04,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592236212,1.680269606,1.481384965,0.873835789,-3.788199468,1.65404442,1.483455956,0.871629935
0.1,0.5,1.0,3.05,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592259056,1.680275461,1.483679917,0.87437245,-3.788225823,1.654050773,1.485757723,0.872168207
0.1,0.5,1.0,3.06,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592281849,1.6802813,1.48597196,0.874908447,-3.78825212,1.654057109,1.488056556,0.872705809
0.1,0.5,1.0,3.07,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592304592,1.680287124,1.488261105,0.87544378,-3.788278358,1.654063429,1.490352465,0.873242743
0.1,0.5,1.0,3.08,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592327284,1.680292933,1.490547363,0.875978454,-3.788304537,1.654069731,1.492645461,0.873779011
0.1,0.5,1.0,3.09,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592349926,1.680298727,1.492830743,0.87651247,-3.788330659,1.654076017,1.494935554,0.874314615
0.1,0.5,1.0,3.1,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592372518,1.680304506,1.495111256,0.87704583,-3.788356722,1.654082287,1.497222755,0.874849559
0.1,0.5,1.0,3.11,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592395061,1.68031027,1.497388912,0.877578536,-3.788382727,1.65408854,1.499507074,0.875383844
0.1,0.5,1.0,3.12,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592417554,1.680316019,1.49966372,0.878110592,-3.788408675,1.654094777,1.50178852,0.875917472
0.1,0.5,1.0,3.13,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592439997,1.680321753,1.501935691,0.878641999,-3.788434566,1.654100997,1.504067104,0.876450446
0.1,0.5,1.0,3.14,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592462392,1.680327472,1.504204835,0.87917276,-3.7884604,1.654107201,1.506342836,0.876982768
0.1,0.5,1.0,3.15,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592484737,1.680333177,1.506471162,0.879702876,-3.788486177,1.654113389,1.508615725,0.877514441
0.1,0.5,1.0,3.16,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592507034,1.680338867,1.50873468,0.88023235,-3.788511897,1.654119561,1.510885783,0.878045466
0.1,0.5,1.0,3.17,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592529282,1.680344542,1.510995401,0.880761185,-3.788537561,1.654125716,1.513153019,0.878575846
0.1,0.5,1.0,3.18,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592551481,1.680350203,1.513253334,0.881289381,-3.788563168,1.654131856,1.515417442,0.879105583
0.1,0.5,1.0,3.19,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592573633,1.680355849,1.515508488,0.881816942,-3.78858872,1.65413798,1.517679062,0.87963468
0.1,0.5,1.0,3.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592595736,1.680361481,1.517760873,0.88234387,-3.788614216,1.654144088,1.519937889,0.880163138
0.1,0.5,1.0,3.21,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592617792,1.680367098,1.520010499,0.882870167,-3.788639657,1.65415018,1.522193934,0.880690959
0.1,0.5,1.0,3.22,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.5926398,1.680372701,1.522257375,0.883395835,-3.788665042,1.654156256,1.524447204,0.881218147
0.1,0.5,1.0,3.23,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59266176,1.68037829,1.52450151,0.883920876,-3.788690372,1.654162317,1.526697711,0.881744702
0.1,0.5,1.0,3.24,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592683674,1.680383864,1.526742914,0.884445292,-3.788715647,1.654168362,1.528945462,0.882270628
0.1,0.5,1.0,3.25,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59270554,1.680389425,1.528981596,0.884969086,-3.788740868,1.654174392,1.531190469,0.882795926
0.1,0.5,1.0,3.26,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592727359,1.680394971,1.531217566,0.885492259,-3.788766034,1.654180406,1.53343274,0.883320598
0.1,0.5,1.0,3.27,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592749132,1.680400504,1.533450833,0.886014814,-3.788791147,1.654186405,1.535672285,0.883844647
0.1,0.5,1.0,3.28,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592770858,1.680406022,1.535681406,0.886536752,-3.788816205,1.654192388,1.537909113,0.884368074
0.1,0.5,1.0,3.29,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592792537,1.680411527,1.537909294,0.887058076,-3.788841209,1.654198356,1.540143233,0.884890883
0.1,0.5,1.0,3.3,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592814171,1.680417017,1.540134506,0.887578788,-3.78886616,1.654204309,1.542374654,0.885413074
0.1,0.5,1.0,3.31,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592835759,1.680422494,1.542357051,0.88809889,-3.788891057,1.654210247,1.544603387,0.88593465
0.1,0.5,1.0,3.32,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.5928573,1.680427958,1.544576939,0.888618384,-3.788915901,1.65421617,1.546829438,0.886455613
0.1,0.5,1.0,3.33,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592878796,1.680433407,1.546794177,0.889137272,-3.788940693,1.654222077,1.549052819,0.886975965
0.1,0.5,1.0,3.34,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592900247,1.680438843,1.549008776,0.889655555,-3.788965431,1.65422797,1.551273538,0.887495709
0.1,0.5,1.0,3.35,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592921652,1.680444265,1.551220744,0.890173237,-3.788990117,1.654233848,1.553491603,0.888014845
0.1,0.5,1.0,3.36,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592943013,1.680449674,1.553430089,0.890690318,-3.789014751,1.654239711,1.555707024,0.888533376
0.1,0.5,1.0,3.37,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592964328,1.680455069,1.555636821,0.891206802,-3.789039332,1.654245559,1.557919809,0.889051305
0.1,0.5,1.0,3.38,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.592985599,1.680460451,1.557840949,0.891722689,-3.789063862,1.654251393,1.560129969,0.889568633
0.1,0.5,1.0,3.39,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593006824,1.68046582,1.56004248,0.892237983,-3.78908834,1.654257212,1.56233751,0.890085362
0.1,0.5,1.0,3.4,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593028006,1.680471175,1.562241424,0.892752684,-3.789112766,1.654263016,1.564542442,0.890601494
0.1,0.5,1.0,3.41,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593049143,1.680476517,1.564437789,0.893266795,-3.789137141,1.654268806,1.566744774,0.891117031
0.1,0.5,1.0,3.42,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593070236,1.680481846,1.566631584,0.893780317,-3.789161465,1.654274581,1.568944514,0.891631975
0.1,0.5,1.0,3.43,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593091286,1.680487162,1.568822816,0.894293254,-3.789185738,1.654280342,1.571141671,0.892146328
0.1,0.5,1.0,3.44,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593112291,1.680492465,1.571011496,0.894805605,-3.78920996,1.654286088,1.573336254,0.892660093
0.1,0.5,1.0,3.45,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593133253,1.680497754,1.57319763,0.895317375,-3.789234131,1.65429182,1.57552827,0.89317327
0.1,0.5,1.0,3.46,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593154172,1.680503031,1.575381228,0.895828563,-3.789258253,1.654297538,1.577717729,0.893685861
0.1,0.5,1.0,3.47,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593175047,1.680508295,1.577562297,0.896339173,-3.789282324,1.654303242,1.579904639,0.89419787
0.1,0.5,1.0,3.48,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593195879,1.680513545,1.579740847,0.896849206,-3.789306345,1.654308932,1.582089008,0.894709297
0.1,0.5,1.0,3.49,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593216668,1.680518784,1.581916885,0.897358664,-3.789330316,1.654314607,1.584270845,0.895220144
0.1,0.5,1.0,3.5,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593237415,1.680524009,1.584090419,0.897867549,-3.789354237,1.654320269,1.586450157,0.895730414
0.1,0.5,1.0,3.51,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593258118,1.680529221,1.586261458,0.898375863,-3.789378109,1.654325916,1.588626954,0.896240108
0.1,0.5,1.0,3.52,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59327878,1.680534421,1.588430009,0.898883607,-3.789401932,1.65433155,1.590801243,0.896749228
0.1,0.5,1.0,3.53,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593299399,1.680539609,1.590596081,0.899390783,-3.789425706,1.65433717,1.592973032,0.897257777
0.1,0.5,1.0,3.54,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593319976,1.680544783,1.592759682,0.899897394,-3.789449431,1.654342776,1.59514233,0.897765754
0.1,0.5,1.0,3.55,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593340511,1.680549945,1.594920819,0.90040344,-3.789473107,1.654348368,1.597309145,0.898273164
0.1,0.5,1.0,3.56,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593361004,1.680555095,1.597079502,0.900908924,-3.789496735,1.654353947,1.599473485,0.898780007
0.1,0.5,1.0,3.57,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593381455,1.680560232,1.599235736,0.901413848,-3.789520314,1.654359512,1.601635357,0.899286285
0.1,0.5,1.0,3.58,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593401865,1.680565357,1.601389532,0.901918214,-3.789543846,1.654365063,1.60379477,0.899792
0.1,0.5,1.0,3.59,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593422233,1.68057047,1.603540895,0.902422022,-3.789567329,1.654370601,1.605951732,0.900297154
0.1,0.5,1.0,3.6,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593442561,1.68057557,1.605689835,0.902925275,-3.789590764,1.654376125,1.60810625,0.900801749
0.1,0.5,1.0,3.61,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593462847,1.680580658,1.607836358,0.903427975,-3.789614152,1.654381636,1.610258332,0.901305786
0.1,0.5,1.0,3.62,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593483092,1.680585734,1.609980473,0.903930124,-3.789637492,1.654387134,1.612407987,0.901809267
0.1,0.5,1.0,3.63,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593503297,1.680590798,1.612122187,0.904431722,-3.789660786,1.654392618,1.614555222,0.902312194
0.1,0.5,1.0,3.64,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593523461,1.68059585,1.614261508,0.904932773,-3.789684032,1.654398089,1.616700044,0.902814569
0.1,0.5,1.0,3.65,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593543584,1.68060089,1.616398443,0.905433277,-3.789707231,1.654403547,1.618842462,0.903316393
0.1,0.5,1.0,3.66,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593563668,1.680605917,1.618533001,0.905933236,-3.789730383,1.654408992,1.620982483,0.903817669
0.1,0.5,1.0,3.67,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593583711,1.680610933,1.620665187,0.906432653,-3.789753489,1.654414423,1.623120114,0.904318397
0.1,0.5,1.0,3.68,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593603714,1.680615937,1.622795011,0.906931528,-3.789776548,1.654419842,1.625255364,0.90481858
0.1,0.5,1.0,3.69,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593623677,1.680620929,1.624922479,0.907429863,-3.789799561,1.654425247,1.627388239,0.905318219
0.1,0.5,1.0,3.7,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.5936436,1.680625909,1.627047599,0.907927661,-3.789822528,1.65443064,1.629518747,0.905817316
0.1,0.5,1.0,3.71,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593663484,1.680630877,1.629170378,0.908424922,-3.789845449,1.654436019,1.631646896,0.906315873
0.1,0.5,1.0,3.72,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593683328,1.680635834,1.631290823,0.908921649,-3.789868325,1.654441386,1.633772693,0.906813892
0.1,0.5,1.0,3.73,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593703133,1.680640779,1.633408943,0.909417842,-3.789891154,1.65444674,1.635896146,0.907311373
0.1,0.5,1.0,3.74,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593722899,1.680645713,1.635524743,0.909913505,-3.789913939,1.654452081,1.638017261,0.907808319
0.1,0.5,1.0,3.75,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593742626,1.680650634,1.637638232,0.910408638,-3.789936678,1.65445741,1.640136047,0.908304731
0.1,0.5,1.0,3.76,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593762314,1.680655545,1.639749416,0.910903242,-3.789959372,1.654462726,1.642252509,0.908800612
0.1,0.5,1.0,3.77,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593781964,1.680660444,1.641858302,0.911397321,-3.789982021,1.654468029,1.644366657,0.909295962
0.1,0.5,1.0,3.78,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593801574,1.680665331,1.643964899,0.911890874,-3.790004626,1.65447332,1.646478496,0.909790783
0.1,0.5,1.0,3.79,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593821146,1.680670207,1.646069212,0.912383905,-3.790027185,1.654478598,1.648588035,0.910285078
0.1,0.5,1.0,3.8,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59384068,1.680675071,1.648171249,0.912876414,-3.790049701,1.654483864,1.650695279,0.910778846
0.1,0.5,1.0,3.81,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593860176,1.680679925,1.650271016,0.913368403,-3.790072172,1.654489117,1.652800237,0.911272091
0.1,0.5,1.0,3.82,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593879634,1.680684767,1.652368522,0.913859873,-3.790094599,1.654494358,1.654902915,0.911764814
0.1,0.5,1.0,3.83,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593899053,1.680689598,1.654463773,0.914350827,-3.790116982,1.654499587,1.65700332,0.912257016
0.1,0.5,1.0,3.84,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593918435,1.680694417,1.656556775,0.914841265,-3.790139321,1.654504803,1.65910146,0.912748699
0.1,0.5,1.0,3.85,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59393778,1.680699226,1.658647535,0.91533119,-3.790161616,1.654510008,1.66119734,0.913239864
0.1,0.5,1.0,3.86,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593957086,1.680704023,1.660736062,0.915820602,-3.790183868,1.6545152,1.66329097,0.913730514
0.1,0.5,1.0,3.87,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593976356,1.680708809,1.66282236,0.916309504,-3.790206077,1.654520379,1.665382354,0.914220649
0.1,0.5,1.0,3.88,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.593995588,1.680713584,1.664906437,0.916797897,-3.790228243,1.654525547,1.6674715,0.914710272
0.1,0.5,1.0,3.89,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594014783,1.680718349,1.666988301,0.917285783,-3.790250365,1.654530703,1.669558415,0.915199383
0.1,0.5,1.0,3.9,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594033941,1.680723102,1.669067956,0.917773162,-3.790272445,1.654535847,1.671643105,0.915687984
0.1,0.5,1.0,3.91,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594053062,1.680727845,1.671145411,0.918260037,-3.790294482,1.654540979,1.673725578,0.916176077
0.1,0.5,1.0,3.92,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594072147,1.680732576,1.673220671,0.918746409,-3.790316476,1.654546098,1.67580584,0.916663664
0.1,0.5,1.0,3.93,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594091195,1.680737297,1.675293744,0.919232279,-3.790338428,1.654551207,1.677883898,0.917150745
0.1,0.5,1.0,3.94,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594110206,1.680742007,1.677364636,0.91971765,-3.790360338,1.654556303,1.679959758,0.917637323
0.1,0.5,1.0,3.95,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594129181,1.680746706,1.679433354,0.920202521,-3.790382205,1.654561387,1.682033427,0.918123399
0.1,0.5,1.0,3.96,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59414812,1.680751395,1.681499904,0.920686896,-3.79040403,1.65456646,1.684104912,0.918608974
0.1,0.5,1.0,3.97,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594167023,1.680756073,1.683564292,0.921170776,-3.790425814,1.654571521,1.686174219,0.91909405
0.1,0.5,1.0,3.98,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594185889,1.68076074,1.685626525,0.921654161,-3.790447556,1.65457657,1.688241355,0.919578628
0.1,0.5,1.0,3.99,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59420472,1.680765397,1.68768661,0.922137054,-3.790469256,1.654581608,1.690306326,0.92006271
0.1,0.5,1.0,4.0,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594223516,1.680770043,1.689744552,0.922619455,-3.790490915,1.654586635,1.692369139,0.920546297
0.1,0.5,1.0,4.01,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594242275,1.680774678,1.691800359,0.923101367,-3.790512533,1.654591649,1.6944298,0.921029391
0.1,0.5,1.0,4.02,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594260999,1.680779304,1.693854037,0.923582791,-3.79053411,1.654596653,1.696488316,0.921511994
0.1,0.5,1.0,4.03,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594279688,1.680783918,1.695905591,0.924063727,-3.790555646,1.654601644,1.698544692,0.921994106
0.1,0.5,1.0,4.04,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594298342,1.680788523,1.697955028,0.924544178,-3.79057714,1.654606625,1.700598936,0.922475729
0.1,0.5,1.0,4.05,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.59431696,1.680793117,1.700002355,0.925024146,-3.790598594,1.654611594,1.702651054,0.922956864
0.1,0.5,1.0,4.06,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594335544,1.680797701,1.702047578,0.92550363,-3.790620008,1.654616552,1.704701052,0.923437514
0.1,0.5,1.0,4.07,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.594354092,1.680802274,1.704090702,0.925982634,-3.790641381,1.654621498,1.706748936,0.923917679
